post_id,tweet,subject_keyword,sentiment
337,"- 93/ 38 - 97/ 29 - 96/47 VAIBHAV SOORYAVANSHI.. Don't feel sad Champ.. You are already in every Indian's Heart, #Suryavanshi #RR #GTvsRR",RR,negative
338,"At the moment, Vaibhav Sooryavanshi is carrying this #RR team like how Sachin Tendulkar carried the Indian batting in the 90s. #RR needs other batsmen like Jaiswal & Parag to step up. #GTvRR #IPL2026",RR,neutral
339,நம்ம ரொம்ப close ah நினைக்கிற சில நபர்கள் நம்ம புடிச்ச கட்சி நம்ம favorite team எல்லாமே அவுட் #RR lose,RR,negative
340,"RCB have dominated every IPL rivalry this decade, except one! SRH are the only team against whom RCB have more losses than wins since 2020. #IPL2026 #SRH #RCB #Sportskeeda",SRH,neutral
341,"Livingstone reveals #SRH blocked #MI from getting Salil Arora! ""We bought a player Mumbai really wanted. We had more money, so we got him. The owners loved him, so he was locked in. Dan(Vettori) told me that” Every team knew we needed an Indian Keeper",SRH,positive
342,"Well played #SRH Great season overall, but yesterday the batting was poor. When you know Archer is their main strike bowler, why attack him so much? His 4 overs should’ve been played with a little more respect? #srhvsRr",SRH,positive
343,Okka Archer gadi over lo Ucha aapukoni unte 240 anedhi manaku easy chase ra ee pitch mida @SunRisers We really deserves Finals man.. Thop team manadhi.. #SRH,SRH,positive
344,"Yekkada raa e ammai Biryani Debba, Sambar Abba anta Biryani Yedabba? #SRH",SRH,neutral
345,"Heinrich Klaasen clearing the front foot on time & hitting the ball for 6 in Hazlewood's bowling is ""Absolute Cinema"" for me #SRH #RCB #IPL #IPL2026",SRH,neutral
346,HAT-TRICK For Onkar Tarmale in #T20Mumbai Hatsoff to @VarunAaron #IPL2026 #SRH,SRH,neutral
347,Onkar Tarmale Bowling VS Bandra Blasters #T20Mumbai 2026 3/28(4) #SRH #IPL2026,SRH,neutral
348,"Akkada imp time lo nitish out aithe konchem kooda chiraku,kopam,sadness em lekunda youtube comments chadavadam kosam kottukuntoo thintunnaru Em fans ra babu meeru. Live starting nunchi SRH odipoddi ane chepthoo vacharu. #SRH",SRH,positive
349,SRH OWNER PAR LIAM LIVINGSTONE KA BADA KHULASA! #liamlivingstone #srh #ipl2026,SRH,neutral
350,"SRH, GTக்கு 'குஜிலிமஸ்து'.. சிஎஸ்கே ரசிகர்கள் அலப்பறை.. மரண அடி அடித்த சூர்யவன்ஷி.. ட்ரெண்டாகும் 'குபீர்' மீம்ஸ்!! #IPL | #SRH | #RR | #SRHvsRR | #Cricket | #CSK | #CSKFans | #PolimerNews",SRH,neutral
351,I have never seen a trolling of this level for a fanbase which has only 4-5 members. #SRH,SRH,neutral
352,Enduku ela chesaru ra @SunRisers Papam Gundu chesukundadu kada #SRH #IPL2026,SRH,neutral
353,Pat Cummins potentially missing next IPL might not be as bad for SRH as it sounds. This season already showed Ishan Kishan can handle leadership responsibility. The bigger challenge now? SRH’s auction becomes a hunt for wicket-taking bowlers. #SRH #Patcummins #IPLAuction,SRH,negative
354,Shivang Kumar has smashed the Fastest FIFTY in the MPL in 13 balls! How Shivang Got His 50 - 6 0 4 5 1 4 4 1 6 6 4 6 4 4 SIXES & 5 FOURS. WHAT AN INNINGS! #SRH #IPL2026,SRH,neutral
355,"Cricketer Sakib Hussain, who plays for SRH in the IPL, revealed that, ""Mom sold jewelry to get me proper shoes because the cheap ones would tear."" #SRH #IPL #SakibHussain #Cricket",SRH,neutral
356,Availability issues… might not play the IPL. Ishan Kishan - The Captain of the SunRisers Hyderabad… Let’s wait and see! #SRH #IPL2026,SRH,neutral
357,Gud mrng bathayi mawa @SunRisers.. Buddodu Vaibhav kanna Akka Chnaaa Viral ayyindi gaaa.. #SRH,SRH,neutral
358,Here are the teams whose pace-attack took IPL 2026 by storm #RCB #RR #SRH #GT #CSK #IPL2026,SRH,neutral
359,Anitiki Tondaraaa #SRH #RR,SRH,neutral
360,Abhishek Sharma has registered the most ducks by an Indian batter in a calendar year in T20s #Cricket #SRH #IPL2026,SRH,neutral
361,The Sun Group (SRH) and Reliance Industries (MI) have expressed interest in acquiring the 2nd Melbourne club to Cricket Victoria if they’re willing to proceed with the sale! #SRH #IPL2026,SRH,neutral
362,Hyderabad అంత ఎరుపు ఎక్కింది #SRH గెలిచిన కూడా ఈ range celebrations ఉండవేమో ఇక్కడ లో ఇషాన్ కిషన్ గాడి వల్లనే SRH పైన ఇంత negativity వచ్చింది. SRH ఓడిపోతే తెలుగు వాళ్లే చాలా సంబరాలు చేసుకున్నారు #RCB,SRH,neutral
363,Onkar Tarmale has taken a hattrick in the Mumbai T20 League. Unfortunate that he was injured during the IPL but this is some excellent scouting by @VarunAaron #SRH #IPL2026,SRH,neutral
364,2017 2018 2019 2020 2024 2026 #sunriseshydrabad #srh,SRH,neutral
365,Travis Head has 10 scores under 20 runs from 2024 and 2025 seasons combined. Travis Head has 7 scores of under 20 runs in 2026 alone. Just says what kind of form he was in this season. #SRH #IPL2026,SRH,neutral
366,In 2016 #SRH really took the toughest route and still lifted the trophy. One of the greatest playoff runs in #IPL history.,SRH,positive
367,Wickets For IPL Teams Since SRH's Arrival Into IPL (2013) [W/Eco] 1. MI - 1292/8.55 2. RCB - 1263/9.03 3. SRH - 1256/8.53 4. KKR - 1231/8.50 5. DD/DC - 1171/8.62 6. CSK - 1160/8.42 7. KXIP/PBKS - 1151/8.93 8. RR - 1014/8.81 9. GT - 508/9.11 10. LSG - 414/9.35 #SRH #IPL2026,SRH,neutral
368,"Oh, that’s why on the same flat tracks, he played innings like 14 (20) and 1 (5)…because watching six after six made the game really boring Makes total sense to me. Thank you for showing us how to make the game NOT boring King Livingstone #SRH #IPL2026",SRH,positive
369,We need an ambitious Indian coach for sure But Vettori will be given one more season maybe #SRH,SRH,neutral
370,26 SRH players rating: Head-1/10 Sugar guy-6/10 Ishan-9/10 Klaasen-10/10 Nkr-9/10 Smaran- -10/10 Salil-7/10 Cummins-4.5/10 Shivang-5/10 Eshan-9.8/10 Sakib-9/10 Praful-7/10 Harsh-6/10 Admin saab- /10 #SRH,SRH,neutral
371,Ninnat varak rcb ni ipl final lo kotti humanity save chestam anna pukgallu Eroj emo Still SRH is the Only Team to win the ipl Cup after winning Eliminator ani ruddhuthurru minnow mundakodukulu #SRH #IPL #IPL2026 #FINALS #S4H,SRH,positive
372,"On this day 2016, #SRH Won the first #IPL Trophy",SRH,positive
373,"Although Sunrisers Hyderabad's IPL 2026 journey ended earlier than they would have wanted, these three monsters have absolutely owned it Take a look at thow Heinrich Klaasen, Ishan Kishan and Abhishek Sharma have fared in IPL 2026 #IPL2026 #SRH #HeinrichKlaasen",SRH,neutral
374,"Might Have Not Made It All The Way, But The Fanism Never Goes Down A Level Always With You, @SunRisers #SRH #IPL2026",SRH,neutral
375,"Today marks 10 years of #SRH lifting the #IPL trophy for the first time. Until we lift that trophy again, that will continue to remain the most iconic moment in the history of the franchise. But as always, not a single tweet or post on the official @SunRisers accounts. Sort of",SRH,positive
376,Please make this trades if possible @srinathb @Prateek__Patil RR - Aman Rao MI - Hardik / Rutherford CSK - Ayush Mathare LSG - Inglis DC - Ashutosh KKR - Rinku PBKS - Suryansh Shedge #IPL2027 #SRH,SRH,neutral
377,#IPL2026 #SRH #VaibhavSooryavanshi How the Sooryavanshi storm ended Sunrisers’ title dream after dramatic revival SRH IPL 2026 autopsy,SRH,neutral
378,"Final kick e ledu ra adi idi anaru, Ade hyd lo #Srh gelichi unte vere level raw anaru. Ipudu anandra ade hyd erupu ekindi #RCB gelupu tho Enna local team",SRH,positive
379,"Reverse-Sweeping the ball to the 2nd tier of the stadium for a Six. By Heinrich Klaasen is ""Absolute Cinema"" for me #SRH #MI #MIvSRH #IPL #IPL2026",SRH,neutral
